,Date,Pos,Neg,Tweet_date,text,favorites,retweets,Senti,score
61,2018년 7월 4주,61.10%,33.30%,2018-07-15,,,,[-2.9737089  2.818445 ],1
62,2018년 8월 1주,63.20%,30.40%,2018-07-22,"오늘 헬기 사고로 순직한 해병 장병들의 영결식이 열립니다. 유가족들과 슬픔을 함께하면서 장병들의 이름을 불러봅니다. 고 김정일 대령, 고 노동환 중령, 고 김진화 상사, 고 김세영 중사, 고 박재우 병장. 우리는 국가와 자신의 부대를 위해 헌신한 장병들을 결코 잊을 수 없을 것입니다.2018 코리아오픈 국제탁구대회에서 보여준 남북 단일팀의 활약에 큰 격려의 박수를 보냅니다. 혼합복식의 장우진-차효심 선수는 빛나는 금메달을 따내며 무더위를 식히는 호쾌한 승전보를 안겨주었습니다. 동메달을 따낸 남자복식조를 비롯한 남북 단일팀 선수들에게도 감사의 말씀을 드립니다. 박정기 아버님이 그리운 아들, 박종철 열사의 곁으로 돌아가셨습니다. 청천벽력같은 아들의 비보를 듣는 순간부터 아버님은 아들을 대신해, 때로는 아들 이상으로 민주주의자로 사셨습니다. 그해 겨울 찬바람을 가슴에 묻고 오늘까지 민주주의의 삶을 온전히 살아내셨습니다.",4348.75,7206.5,[0.04215213 0.25692484],1
63,2018년 8월 2주,58.00%,35.80%,2018-07-29,,,,[-2.9737089  2.818445 ],1
64,2018년 8월 3주,56.30%,38.40%,2018-08-05,이번 지진으로 가족과 생활의 터전을 잃고 충격과 비통함에 빠진 유가족들께 대한민국 정부와 국민을 대표하여 깊은 애도의 뜻을 전합니다. 사태 수습에 전력하고 계신 조코 위도도 대통령 @jokowi 과 인도네시아 정부의 노력에 경의를 표하며 하루 속히 슬픔과 피해가 복구될 수 있기를 기원합니다.8월 5일에 인도네시아 롬복에서 발생한 지진으로 수백 여명이 사망하고 많은 이들이 부상했다는 소식을 들었습니다. 이미 인도네시아 대통령과 국민들께 위로의 뜻을 전했으나 거듭 들려오는 안타까운 소식에 마음이 아픕니다.,2507.5,4792.0,[0.03476896 0.2635099 ],1
65,2018년 8월 4주,56.00%,38.10%,2018-08-12,"오늘 내내 소방관 오동진 님과 심문규 님이 생존해 오시길 기다렸습니다. 그러나 안타깝게 우리 곁을 떠나고 말았습니다. 깊이 명복을 빕니다. 무사히 돌아오기만을 기다렸을 가족들을 생각하니 가슴이 무너집니다. 유가족들에게 위로의 마음을 전합니다. 두 분의 희생을 결코 잊지 않겠습니다. 기적을 만든 국민들께 감사를 드립니다. 우리 국민들은 매 순간 최선을 다해왔습니다. 우리는 정의로운 나라로 가고 있습니다. 광복을 만든 용기와 의지가, 분단을 넘어 평화와 번영이라는 진정한 광복을 가져다 줄 것입니다. 감사합니다.다음 달에 저는 평양을 방문합니다. 한반도의 완전한 비핵화와 종전선언, 평화협정으로 가는 담대한 발걸음을 내딛을 것입니다. 남북의 평화경제, 동아시아철도공동체를 제안합니다. 우리 모두 함께 잘 사는 날도 앞당기겠습니다.대한민국은 세계적으로 자랑스러운 나라가 되었습니다. 그 자부심으로 새로운 70년을 만들어가야 합니다. 평화롭고 자유로운 하나의 경제공동체, 판문점 선언에서 약속한 일들도 이루어지고 있습니다. 서해는 평화의 바다가 되고 이산가족도 다시 만납니다.독립 선열들의 희생과 헌신, 독립유공자와 유가족께 존경을 드립니다. 여성의 독립운동은 그동안 묻혀왔지만 정부는 지난 1년간 202분의 여성독립운동가를 찾았습니다. 광복을 위한 모든 노력에 반드시 정당한 예우를 받게 하겠습니다. 그것이 광복의 완성이라고 믿기 때문입니다.73주년 광복절과 대한민국 정부수립 70년을 맞는 뜻깊고 기쁜 오늘. 광복절 경축식에서 국민들께 평화와 번영의 비전을 말씀드렸습니다.한반도 비핵화와 경제 살리기라는 순탄하지 않은 과정이 우리를 기다리고 있지만 지금까지처럼 서로의 손을 꽉 잡으면 두려울 것이 없습니다. 광복을 만든 용기와 의지가 우리에게 분단을 넘어선, 평화와 번영이라는 진정한 광복을 가져다 줄 것입니다. https://goo.gl/tvvnq8",4023.833333,6469.166666,[-2.0824618  2.0254767],1
66,2018년 8월 5주,55.20%,40.00%,2018-08-19,"The world has lost a great friend, and a man who made the difficult journey toward peace throughout his life. We remember wherever there was conflict, Kofi Annan stood ready, pursuing dialogue and the path of peace.우리는 평화를 위해 고단한 길을 걸었던 친구를 잃었습니다. 분쟁이 있는 곳에 코피 아난이 있었고 그가 있는 곳에서 대화가 시작되었다는 것을 기억합니다. 세계인과 함께 고인의 명복을 빌며 대한민국 국민들의 슬픈 마음을 함께 전합니다. 한반도 평화를 위한 그의 응원을 특별히 기억할 것입니다. 정책에서 무엇보다 두려워해야 할 것은 난관보다 국민의 신뢰를 잃는 것입니다. 청와대와 정부의 경제팀 모두가 완벽한 팀워크로 어려운 고용상황에 정부가 최선을 다한다는 믿음을 주고 결과에 직을 건다는 결의로 임해 줄 것을 당부합니다. https://goo.gl/Q8VMzG오늘 금강산에서 오랜만에 이산가족이 만납니다. 70년 넘게 생사조차 모르던 170여 가족이 다시 만날 수 있게 되었습니다. 이제 더 담대하게 이산가족 문제 해결을 위해 노력해야 합니다. 정기적인 상봉행사, 생사확인, 화상상봉, 서신교환, 고향방문과 이산가족 면회소를 상시 운영해야 합니다.8월 20일 월요일 오후, 오늘 수석보좌관 회의에서는 크게 세 가지에 대해 당부했습니다. 폭염 사후 대책, 이산가족 상봉행사, 고용상황입니다. 폭염이 다시 되풀이될 경우를 대비해 근본대책 마련이 필요합니다. 한반도로 상륙할 태풍 '솔릭'에 대해서도 범정부적인 대비태세를 기해야 할 것입니다.",3126.75,5160.083334,[-1.937265   2.2209165],1
67,2018년 9월 1주,53.50%,40.50%,2018-08-26,"자카르타에서 반가운 소식이 전해졌습니다. 아시안게임 카누 용선 여자 500m 경기에서 남북단일팀이 금메달을 획득했습니다. 단 20일 함께 훈련한 우리팀이 시상대에서 아리랑을 울렸습니다. 참으로 장합니다.U.S. Senator @SenJohnMcCain was both a symbol and faithful servant of the freedom that the United States holds dear. Mourning the death of Senator McCain, I extend my deepest sympathy to the bereaved family and everyone who honors his memory.존 매케인 미국 상원의원은 자유를 향한 미국의 가치를 상징하는 인물이었습니다. 강인한 정신으로 병을 이겨내리라 믿었지만 이제 다시 만날 수 없게 되었습니다. 고인을 애도하며 유가족과 고인을 기리는 모든 이들께 심심한 위로의 말씀을 드립니다. 수보회의에서 태풍 솔릭에 대한 대비를 잘 해 준 공직자들의 노고와 국민들의 협조에 감사를 전했습니다. 국민연금개혁에 대해서도 몇 가지를 당부했습니다. 국민연금의 주인은 국민이므로 국민적 동의와 사회적 합의를 통해 추진한다는 긴 관점에서 임해야 합니다. https://goo.gl/nHyf2d 취임 후 처음으로 원주 혁신도시에서 공공기관장들을 만났습니다. 공공기관 혁신 방안을 공유하고, 국민 앞에서 실천을 약속하기 위해 한 자리에 모였습니다. 국민이 요구하는 혁신 목표는 분명합니다. 모든 공적인 지위와 권한을 오직 국민을 위해서만 사용하라는 것입니다. https://goo.gl/GauPfm 데이터 경제 활성화를 위한 규제혁신 현장을 찾았습니다. 우리의 목표는 분명합니다. 데이터의 개방과 공유를 확대하고 신기술, 신산업, 새로운 제품과 서비스를 창출하는 것입니다. 개인정보 보호의 원칙을 분명하게 지키면서 안전한 데이터를 활용하게 하는 것입니다. https://goo.gl/jXACFK국민이 가장 신뢰하는 기관인 헌법재판소의 창립 서른 돌을 진심으로 축하합니다. 헌법재판소가 국민주권을 강화하고 성숙한 민주공화국으로 가는 길에서 국민의 가장 든든한 동반자가 되어주실 것으로 믿으며, 무궁한 발전을 기원합니다. .https://goo.gl/5ErX4H",3126.416667,5406.708333,[-0.47491792  0.49698573],1
68,2018년 9월 2주,53.10%,41.70%,2018-09-02,"아시아인의 축제, 2018 자카르타 팔렘방 아시안게임의 막이 내렸습니다. 16일동안 애쓴 우리 선수들에게 격려와 감사의 큰 박수를 보냅니다. 여러분 덕분에 참 행복했습니다. 경기장에서 여러분은 모두 대한민국의 대표선수였고, 우리의 자랑이었습니다. https://goo.gl/mu1U5v 제 55회 방송의 날을 축하합니다. 국민들은 방송을 통해 남북정상회담에 함께하며 평화의 소중함과 새로운 시대가 열리고 있음을 공감할 수 있었습니다. 역사적 순간을 전파에 담아 생생하게 국민과 전세계에 전달해주신 여러분께 감사의 큰 박수를 보냅니다. https://goo.gl/sZTdLG 책으로 둘러싸인 열린 공간과 각 방에서 부모, 아이, 동네 어르신이 어울려 편한 자세로 책을 보고 있었습니다. 사랑방이 되고 쉼터가 되어 하나의 작은 마을이 형성되었습니다. 오늘, 서울 은평구 구산동 도서관마을에서 생활 SOC 성공에 대한 확신을 갖습니다. https://goo.gl/YTww56 일본 국민과 아베 신조 @AbeShinzo 총리께 위로전을 보냈습니다. 태풍과 지진으로 희생된 오사카와 삿포로 지역의 주민들을 애도합니다. 유족들과 부상을 당한 분들께도 위로를 드립니다. 재해가 연이어 발생하여 더욱 충격이 클 것이지만 철저히 대비해온 일본의 저력이 발휘될 것으로 믿습니다.",3745.5,6593.5,[-2.213687   2.0790741],1
69,2018년 9월 3주,61.90%,32.30%,2018-09-09,"Hari ini Presiden Bapak @Jokowi dan Ibu negara RI Pulang ke Indoneisa dengan penuh hasil dari kunjngan kenegaraan ke Korea. Saya merasa persahabatan antara kami menjadi lebih dalam seperti malam hari yang indah pada musim gugur Korea.우리 두 정상이 약속한대로 인도네시아와 한국은 친구이자 동반자로서 양국관계를 미래지향적으로 발전시켜 나갈 것입니다. 또한 역내 모든 사람들이 평화와 번영을 누리며 함께 잘 살수 있는 공동체를 만들어 나갈 것입니다. 우리의 친구, 또 만납시다.이번에 처음으로 창덕궁에서 환영행사를 했습니다. 특별한 추억이 되셨기를 기대하며, 한국의 아름다운 자연과 한국민들의 따뜻한 마음을 듬뿍 가져가시길 바랍니다.아름다운 가을과 함께 한국에 오신 조코위 대통령 @jokowi 내외가 국빈 방한을 성공적으로 마치고 돌아가십니다. 가을밤 만큼 우정이 깊어지는 시간이었습니다.오늘 국무회의에서 다가올 남북정상회담과 추석, 메르스 대응에 대해 특별히 당부했습니다. 18일부터 2박3일 동안 평양에서 남북 정상회담이 열립니다. 올해 3번째 열리는 정상회담입니다.이제 남북 간에 필요한 것은 남북 관계를 내실 있게 발전시켜나가는 것입니다. https://goo.gl/EooL8p 오늘 오전에 영빈관에서 발달장애인과 그 가족들께 정부가 마련한 종합대책을 말씀드리고 여러 말씀도 들었습니다. 여러가지 감동적인 장면들이 많았습니다. 오늘 시작이라고 얘기해 주셨는데 발달장애인들과 가족이 함께 희망을 가질 수 있도록 노력하겠습니다. https://goo.gl/7kiQyA 사법부 70주년을 맞아 서초동 대법원에서 열린 기념식에 참석해 기념사를 전했습니다. 사법주권 회복 70주년을 맞는 오늘, 사법개혁의 새 역사가 시작되길 기대합니다. 국민의 신뢰를 바탕으로 거듭 난 사법부가 국민의 자유와 권리를 지키는 든든한 울타리가 되리라 믿습니다 https://goo.gl/miQdxp 강한 군대는 국방산업의 발전과 국민의 무한한 신뢰 속에서 나옵니다. 국민들은 국민을 위한 국민의 군대를 요구합니다. 이제 우리 군이 답할 차례입니다. 국방개혁의 주인공은 우리 군입니다. '도산 안창호함' 과 함께, 자부심과 사명감으로 개혁을 완수해 주길 바랍니다. https://goo.gl/PifNgS거제에서 열린 ‘도산 안창호함’ 진수식에 참석해 해군장병들을 만났습니다. 국내기술 최초로 건조된 3천 톤급 잠수함, 대한민국 대통령으로서 마음 든든하고 자랑스럽습니다. ‘도산 안창호함’은 대한민국 책임국방 의지와 역량을 보여주는 쾌거이자 국방산업 도약의 신호탄이 될 것입니다.수요일에 발달장애인과 가족들을 영빈관으로 초대했습니다. 공연과 영상, 그림과 커피가 모두 아름답고 놀라웠지만 '이런 것들을 보여줄 때까지 얼마나 많은 고통과 노력이 있었을까' 를 헤아려 볼 수 있었습니다. 장애인과 비장애인이 더불어 행복할 수 있는 '포용국가', 만들어 나가겠습니다.남북정상회담을 앞두고 어제 원로자문단 분들을 모셨습니다. 여러 말씀을 들었고 저도 정상회담을 맞이하는 우리의 목표를 다시 한 번 말씀드렸습니다. 하나는 우리 남북관계를 개선·발전시켜 나가는 것이고, 또 하나는 비핵화를 위한 북미대화를 중재하고 촉진하는 것입니다. https://goo.gl/eZKym9 노동자들과 가족 분들에게는 뜨거운 축하 인사를 보냅니다. 어려운 형편 속에서도 상생의 결단을 내려준 쌍용차 회사와 노조, 끈질기게 중재 노력을 기울인 경제사회노동위원회, 응원해주신 종교, 시민사회에 큰 감사를 드립니다. 걱정이 많으셨을 국민들께 희망의 소식이 되었길 바랍니다.쌍용차 해고자 119명 전원복직합의. 매우 기쁘고 감회가 깊습니다. 한편으로 긴 고통의 시간이 통증으로 남습니다. 지난 9년간 아픔 속에서 세상을 떠난 서른 분의 명복을 빌며, 유족 분들에게 위로의 말씀을 드립니다.",3856.1,6201.94,[-2.2521293  2.0100374],1
70,2018년 9월 4주,65.30%,30.30%,2018-09-16,내일 저는 평양에 갑니다. 잘 다녀오겠다는 인사를 국민들께 드립니다. 불과 5개월 사이에 세 번째 남북 정상회담입니다. 지난 14일에는 남북관계에 새로운 장을 여는 남북연락사무소가 개성에 개설되었습니다. 이제 남북관계는 새로운 시대로 들어섰습니다. https://bit.ly/2pbwSsE 존경하는 국민 여러분! 성원해 주신 덕분에 평양에 잘 다녀왔습니다. 국민들께서 보셨듯이 정상회담에서 좋은 합의를 이루었고 최상의 환대를 받았습니다. https://goo.gl/6f8odr 저의 친구이자 동반자였던 쩐 다이 꽝 베트남 국가주석께서 서거하셨다는 소식을 듣고 충격과 슬픔을 금할 길 없습니다. https://goo.gl/CJMmxd,7333.666667,12836.0,[ 0.43393013 -0.18656982],0
71,2018년 10월 1주,62.70%,31.60%,2018-09-23,"“우리는 함께해야 힘이 나는 민족입니다” 국민 여러분, 한가위입니다. 모처럼 편안하고 행복한 시간 갖고 계신지 모르겠습니다. 한 어머니의 아들로서 또 대통령으로서 가족과 이웃들, 국민들과 함께 감사의 인사를 나누고 싶습니다. 여러분, 우리 모두는 평화를 바랍니다. 사랑하는 가족, 이웃, 그리운 고향이 평화입니다. 가진 것을 함께 나누는 일이 평화입니다. 한반도의 항구적 평화와 비핵화를 향한 길, 평화로운 세계를 향한 여정에 여러분 모두, 언제나 함께해 주실 것으로 믿습니다. ? at United Nations General Assembly작년에 이어 다시 한 번 절실하고 설레는 마음으로 이 자리에 섰습니다. 지난 일 년 한반도에는 기적 같은 일이 벌어졌습니다. 역사상 처음으로 북한의 지도자가 군사분계선을 넘어 판문점에 내려왔습니다. 싱가포르 센토사섬에서는 북미 정상회담이 열렸습니다. #UNGA https://goo.gl/Z5CCZ1 ? at United Nations General Assembly오늘 뉴욕에서 미국 폭스 뉴스와 인터뷰했습니다. ‘스페셜리포트’ 진행자인 브렛 베이어 앵커의 질문에 답하는 시간이었습니다. 우리 한반도의 비핵화, 평화, 통일과 트럼프 대통령과의 우정, 가까이에서 본 김정은 위원장과 그의 비핵화 의지에 대한 질문에 허심탄회하게 생각을 밝혔습니다.",5509.166666,9855.0,[0.03444172 0.26319727],1
72,2018년 10월 2주,61.90%,31.40%,2018-09-30,"술라웨시 지역에서 발생한 강진과 쓰나미로 인해 큰 피해를 겪고 있는 인도네시아 국민과 조코 위도도 @jokowi 대통령께 위로전을 보냈습니다. 유명을 달리한 분들의 명복을 빌며 충격과 비통함에 빠져있을 유가족 분들에게 대한민국 정부와 국민을 대표하여 애도합니다. 한국과 태국의 수교 60주년을 맞아 태국의 쁘라윳 찬오차 총리님과 국민들께 서신을 보냈습니다. 양국의 우정이 더욱 호혜적이며 미래지향적으로 발전하길 진심으로 희망합니다.우리는 지금 평화의 시대로 가고 있습니다. 명예로운 군인의 길이 한반도의 새 역사를 쓸 것입니다. 우리 군은 지금까지 조국수호의 임무를 훌륭히 수행했고, 변함없이 국민을 지켜낼 것입니다. 나는 우리 장병들에게 무한한 신뢰를 가지고 있으며, 언제나 함께 할 것입니다. https://goo.gl/FbQ727제 70주년 국군의 날을 맞아 청와대 영빈관으로 국군장병과 유엔군 참전용사, 가족들을 초청해 오찬을 나눴습니다. 조국이 부여한 임무를 흔들림 없이 수행해 온 국군 장병 여러분과 묵묵히 그 길을 뒷받침해온 가족들께 깊은 감사의 말씀을 전합니다. https://goo.gl/Rvf1MX 맞춤형 지원을 위한 서포터 타워로서의 정부, 빠른 규제혁신, 혁신역량을 높이고 상생의 산업생태계 만들기. 오늘 청주에서 열린 8차 일자리위원회 회의에서 우리 경제의 도약과 또 청년들의 좋은 일자리를 위해 당부한 세가지 핵심 내용입니다. https://goo.gl/eUTF2a",3536.777778,6428.111111,[-2.3932145  2.314436 ],1
73,2018년 10월 3주,60.40%,33.00%,2018-10-07,오늘 서울 용산 전쟁기념관에서 장진호 전투영웅 추도식이 엄수되었습니다. 보훈처장이 대독한 추도사에서 참전용사와 유가족들께 존경과 감사의 마음을 전했습니다. 숭고한 희생을 통해 살아남은 사람들은 용사들이 남긴 자유와 평화의 가치를 한순간도 잊지 않고 있습니다. https://goo.gl/YQps4m 오늘 ‘대한민국 해군 국제관함식’에 세계 47개국 해군이 함께 했습니다. 제주도가 세계 해군의 화합과 우정의 장이 되었습니다. 제주의 바다가 평화의 바다를 위한 협력의 장이 되었습니다. 각 국의 대표단과 해군장병 여러분을 뜨겁게 환영합니다. https://goo.gl/ja82e9,3249.5,7252.0,[ 0.82436794 -0.5596695 ],0
74,2018년 10월 4주,58.70%,35.60%,2018-10-14,"구루자히말 남벽 직등, 신루트 개척 중 사고를 당한 김창호 대장과 이재훈, 임일진, 유영직, 정준모 대원을 추모합니다. 함께 산을 오른 네팔인 세르파와 가이드에게도 한국 국민들을 대표해 애도의 마음을 전합니다. https://goo.gl/b17U95 교황청 방문을 맞아 교황청 공식기관지인 로세르바토레 로마노(L'Osservatore Romano) 지에 기고문을 싣게 되었습니다. 그동안 교황청이 한반도의 평화를 강력하게 지지해주신 것에 대해 대한민국 국민들을 대신하여 깊이 감사드립니다. http://goo.gl/dwHNR1Je tiens ? r?it?rer ma grande gratitude ? Monsieur Emmanuel Macron, le Pr?sident de la R?publique fran?aise et son peuple, pour l’accueil si chaleureux qu’ils m’ont r?serv?.L’accueil et le respect qui m’ont ?t? accord? par les citoyens parisiens m’ont permis de passer quatre jours magnifiques dans le cadre de cette visite d’Etat en France. Monsieur le pr?sident Emmanuel Macron et moi-m?me se sont accord?s pour rendre nos relations plus ?troites.파리 시민들의 배려와 존중하는 마음 속에서 프랑스 국빈방문 3박4일을 보냈습니다. 마크롱 대통령 @EmmanuelMacron 과 저는 양국 관계를 더욱 가까운 사이로 만들기로 했습니다. 빅데이터, 인공지능, 우주개발 등 신산업분야 협력을 강화하기로 했습니다. https://goo.gl/FcScrR 평화를 염원하는 우리 국민에게 큰 힘이 될 것입니다. 오늘 우리의 기도는 현실 속에서 반드시 실현될 것입니다. 우리는 기필코 분단을 극복해낼 것입니다.시편의 말씀처럼, 이제 한반도에서, “자애와 진실이 서로 만나고, 정의와 평화가 입을 맞출 것”입니다. 오늘 성베드로 대성당에서 올린 한반도 평화를 위한 기도는 남북한 국민들과 평화를 염원하는 세계인 모두의 가슴에 희망의 메아리로 울려 퍼질 것입니다. http://goo.gl/xh875A Lasciando Roma... Il nostro cammino verso la pace non ? solitario. La preghiera di pace che ha riecheggiato nella Basilica di San Pietro ? stata una benedizione universale per il nostro popolo. https://goo.gl/DUVvBJ성 베드로 성당에 울려퍼진 평화의 기도는 우리 국민들에게 보내는 세계인의 찬미였습니다. 오직 평화만이 인류의 미래임을 느낀 로마 방문이었습니다. 평화로 맺은 연대만이 가장 인간적이고, 가장 오래갈 수 있다는 것을 확인했습니다. https://goo.gl/DUVvBJ 한국인에 의해 피어난 아름다운 선율이 지구촌의 모든 갈등을 풀어낼 듯 싶습니다. 방탄소년단 등 K-POP도 빛났지만 한국 클래식 수준도 세계 최고라는 것을 보여준 연주였습니다. 참으로 자랑스럽습니다. https://goo.gl/Dt3ZTM브뤼셀의 밤에 쇼팽의 피아노곡이 울려퍼졌습니다. 우리 피아니스트 임동혁의 연주가 ASEM 정상들의 마음에 깊은 감동을 주었습니다. 참석 정상들 모두 갈채를 보내주었습니다. 특히 폴란드 출신의 투스크 EU 상임의장님은 극찬을 아끼지 않았습니다. 쇼팽의 애호가임을 거듭 얘기하셨습니다.ASEM 정상회의가 범세계적 현안 해결에 도움이 되는 회의가 되길 바랍니다. 아시아와 유럽 간 연계성은 한반도의 평화를 통해 완성되고 한반도의 평화는 궁극적으로 아시아와 유럽의 공동번영으로 이어질 것입니다. #ASEM2018 https://goo.gl/WTy1u1브뤼셀에서 개최된 ASEM 정상회의 @AsiaEuropeMtg 에 참석했습니다. 마크롱 대통령, 리센룽 총리, 아베 총리 등 정상들을 다시 만나 포용성의 확대, 4차산업 혁명, 아시아와의 연계 강화 등 세 가지 분야에 아셈의 역량을 집중할 것을 건의했습니다. 또한 한반도 평화에 대한 성원을 부탁했습니다. 이제 성베드로 성당에서 울려퍼진 평화의 기도를 가득 안고 돌아갑니다. 항구적 평화를 이뤄내고 인류와 함께 평화의 지혜를 나눌, 그 날을 기약합니다.파리, 로마, 브뤼셀, 코펜하겐, 도시마다 개성은 강했지만 인류애만큼은 똑같이 뜨거웠습니다. 한반도 비핵화와 평화를 위한 노력에 흔들림없는 지지를 보내주었고, 유럽통합의 지혜도 나누어 주었습니다. 각 나라와 경제협력 기반도 튼튼히 했습니다. https://goo.gl/j98y44덴마크에서 P4G정상회의 기조연설을 했습니다. 라스무센 총리와 참가국 정상들에게 지속가능한 발전과 기후환경변화 대응을 위한 세 가지 포용정신을 말씀드리고 우리도 P4G의 정신과 실천을 지지하며 함께하겠다는 다짐도 밝혔습니다. #P4Gpartnership https://goo.gl/hVGgFs",2972.180555,5637.569445,[-1.2849156  1.1490271],1
75,2018년 10월 5주,55.60%,39.10%,2018-10-21,"경찰관의 제복에는 ‘애국안민의 정신’이 배어 있습니다. 민주, 인권, 민생 경찰의 길은 대한민국 임시정부에서부터 시작된 자랑스러운 경찰의 길입니다. 국민과 함께하는 민주경찰, 따뜻한 인권경찰, 믿음직한 민생경찰의 길을 흔들림 없이 걸어가길 바랍니다. https://bit.ly/2JeggK9박재권 대한육군 이등중사가 우리에게 돌아왔습니다. 전사한지 65년만입니다. 이제야 그의 머리맡에 소주 한잔이라도 올릴 수 있게 됐습니다. 다시는 이 땅에 전사자가 생기는 일도, 65년이 지나서야 유해를 찾아나서는 일도 없어야 합니다.",3624.0,6515.0,[-0.30190527  0.5950422 ],1
76,2018년 11월 1주,55.40%,38.30%,2018-10-28,"I have read Prime Minister Modi’s tweets upon winning the Seoul Peace Prize. They were written in Korean, and I was moved by his thoughtfulness. I would like to offer my heartfelt congratulations to Prime Minister Modi.During my visit to India, I had told the Prime Minister @narendramodi that he looked great in those vests, and he duly sent them over, all meticulously tailored to my size. I would like to thank him for this kind gesture.얼마전 모디 총리께서 한글 트윗으로 서울평화상 수상 소감을 올리신 걸 보고, 배려심에 감동했습니다. 진심으로 축하드립니다. https://twitter.com/narendramodi/status/1055361495335202816Prime Minister @narendramodi of India sent me some gorgeous garments. These are modernized versions of traditional Indian costume, known as the ‘Modi Vest’, that can also be worn easily in Korea. They fit perfectly.인도 모디 총리 @narendramodi 께서 멋진 옷을 보내왔습니다. 인도 전통의상을 한국에서도 쉽게 입을 수 있도록 개량한 모디 자켓인데, 너무 잘 맞습니다. 인도 방문 때 모디 총리의 옷이 멋있다고 했더니 특별히 저의 치수에 맞춰 보내주셨습니다. 후의에 감사드립니다. 우리는 함께 잘 살아야 합니다. 우리는 함께 잘 살 수 있습니다. 평화와 번영의 한반도, 포용국가를 향한 국민의 희망이 이곳 국회에서부터 피어오르길 바라마지 않습니다.2019년도 예산안을 국민과 국회에 직접 설명드리고, 협조를 요청했습니다. 예산은, 성실하게 일한 국민과 기업이 빚어낸 결실입니다. 정직하게 세금을 납부해주신 국민과 기업에 감사드립니다. 예산안의 방향과 목표는 우리 사회가 가야할 방향과 목표이기도 합니다. https://goo.gl/hpS4g2",4121.35,9847.3,[-0.421296    0.54463476],1
77,2018년 11월 2주,53.70%,39.40%,2018-11-04,"작년 추석선물로 보내드린 참깨가 풍성한 수확으로 돌아왔습니다. 선물세트 속의 참깨 한봉지를 그냥 드시지 않고 심어서 농사 지으셨다니, 그리고 그 수확을 다시 보내주셨으니, 그 정성이 감동스럽습니다. https://goo.gl/j7YWd2",4962.0,8466.0,[0.0340074 0.2638841],1
78,2018년 11월 3주,52.00%,42.50%,2018-11-11,"2마리의 선물에 6마리가 더해졌으니 큰 행운이 아닐 수 없습니다. 남북관계의 일이 이와 같기만 바랍니다.평양 방문 때 김정은 위원장으로부터 선물받은 풍산개 ‘곰이’가 지난 금요일(11월 9일) 새벽 새끼 6마리를 낳았습니다. 암수 3마리씩. 모두 흰색. 다 건강해보입니다. 개는 임신기간이 2달 정도이기 때문에 ‘곰이’는 새끼를 밴 채 우리에게 온 것이 분명합니다. 저는 지금 싱가폴에 있지만, 안전하게 수능을 치를 수 있도록 잘 점검하겠습니다. 수험생 여러분, 응원합니다. 화이팅!긴 시간 수능을 준비해 온 수험생 여러분 그동안 애썼습니다. 부모님들께서도 뒷바라지에 고생많으셨습니다. 치열하게 보낸 시간들이 여러분과 함께 있습니다. 그 시간을 믿으면 여러분이 가진 실력을 그대로 보여줄 수 있을 것입니다. 인생의 한 순간을 멋지게 대면하고 자신있게 건너가길 바랍니다. 꼭 회복되길 기원합니다. 가족께도 즉시 알려드렸는데, 김 국장은 남편도 외교부에서 근무합니다.현지 병원에 긴급 입원시킨 다음 제가 직접 가 봤는데, 뇌압이 높아 위급할 수 있고, 오늘 하루 긴급처치를 하며 경과를 봐야 상태를 알 수 있겠다고 합니다. 대통령 주치의 가 남아서 치료를 돕게 하고, 눈물을 흘리는 강경화 장관과 함께 에이펙 회의 참석을 위해 파푸아 뉴기니로 떠납니다.오늘 아침, 저를 수행해 왔던 외교부 남아태 김은영 국장이 뇌출혈로 보이는 증세로 방 안에서 쓰러진 채 발견됐고, 현재 의식이 없습니다. 김 국장은 이번 아세안 관련 여러 회의와 에이펙 회의까지 실무 총괄했습니다. 과로로 보입니다. 매우 안타깝습니다.아세안 정상 한분 한분의 모습에서 포용이 근본적으로 아시아의 것임을 느꼈습니다. 내년 '2019년 한-아세안 특별 정상회의' 와 '제1차 한-메콩 정상회의'를 우리나라에서 개최하게 됩니다. 평화의 한반도에서 아세안의 정상들을 반갑게 맞게 되길 바랍니다.경제협력뿐 아니라 서로의 삶을 더 가치있게하는 것에 관심을 쏟았습니다. 기후환경과 재난 같은 전 지구적인 문제에도 진정성을 가지고 함께 하기로 했습니다. 특히 한반도 평화를 자신들의 문제로 여겨주신 것에 감격하지 않을 수 없었습니다.아세안 정상회의 일정을 마치고 싱가포르를 떠납니다. 세계가 변화하고 있다는 것을 실감하는 회의였습니다. 인류가 협력의 시대로 갈 수 있다는 것을 확신할 수 있는 회의였습니다. 아세안의 정상들은 서로를 배려하며 상생하려는 의지를 보여주었습니다.",3870.388889,6467.5,[-2.5681612  2.5257084],1
